pair_id,story_a_id,story_b_id,ok,error,num_events_a,num_events_b,num_matches,D_alignment,alignment_similarity,D_semantic,semantic_similarity,pred_event_rating_mean_joint
2c5j24__3rch5z,2c5j24,3rch5z,True,,6,2,1,0.75,0.25,0.30312228202819824,0.6968777179718018,2.2843391008138654
3sd0vu__7e7lur,3sd0vu,7e7lur,True,,3,4,2,0.375,0.625,0.40859637036919594,0.5914036296308041,2.261624349712208
5wijfa__3pzaoa,5wijfa,3pzaoa,True,,2,1,0,1.0,0.0,1.0,0.0,1.583
2nw5re__3mfxsi,2nw5re,3mfxsi,True,,7,2,0,1.0,0.0,1.0,0.0,1.583
8to8xk__8yk8rf,8to8xk,8yk8rf,True,,3,6,0,1.0,0.0,1.0,0.0,1.583
39elx7__6pyj66,39elx7,6pyj66,True,,4,4,0,1.0,0.0,1.0,0.0,1.583
33aom6__8no2zx,33aom6,8no2zx,True,,3,1,0,1.0,0.0,1.0,0.0,1.583
5l1bxq__6z7th6,5l1bxq,6z7th6,True,,2,4,0,1.0,0.0,1.0,0.0,1.583
8720ac__94kczb,8720ac,94kczb,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
39ghl7__9de1nq,39ghl7,9de1nq,True,,7,2,0,1.0,0.0,1.0,0.0,1.583
2yr44v__1u6xsf,2yr44v,1u6xsf,True,,2,6,0,1.0,0.0,1.0,0.0,1.583
2lbtw2__9upmxa,2lbtw2,9upmxa,True,,4,8,6,0.14814814814814814,0.8518518518518519,0.35469283411900204,0.6453071658809979,2.3578116214755234
56ngpe__9ccrxj,56ngpe,9ccrxj,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
9t5uwd__1lbb4d,9t5uwd,1lbb4d,True,,5,4,0,1.0,0.0,1.0,0.0,1.583
3klo2f__1n378q,3klo2f,1n378q,True,,3,2,0,1.0,0.0,1.0,0.0,1.583
uo548__5lxcfj,uo548,5lxcfj,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
78iwm7__6q4l16,78iwm7,6q4l16,True,,1,2,0,1.0,0.0,1.0,0.0,1.583
2dd322__3rgpxo,2dd322,3rgpxo,True,,3,1,0,1.0,0.0,1.0,0.0,1.583
3d9znn__1scbv6,3d9znn,1scbv6,True,,2,6,0,1.0,0.0,1.0,0.0,1.583
3iaoho__4x6y03,3iaoho,4x6y03,True,,3,1,1,0.5,0.5,0.37764301151037216,0.6223569884896278,2.2652691915504635
2i9qsl__2pdv0n,2i9qsl,2pdv0n,True,,4,6,0,1.0,0.0,1.0,0.0,1.583
3uykt9__5fmwkk,3uykt9,5fmwkk,True,,5,4,1,0.7777777777777778,0.2222222222222222,0.37342655658721924,0.6265734434127808,2.213068049914307
8av634__94gct0,8av634,94gct0,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
3bfp81__3gf9tt,3bfp81,3gf9tt,True,,2,2,0,1.0,0.0,1.0,0.0,1.583
1xc389__5v9sks,1xc389,5v9sks,True,,2,4,0,1.0,0.0,1.0,0.0,1.583
9iynfy__44frso,9iynfy,44frso,True,,7,6,0,1.0,0.0,1.0,0.0,1.583
28gsxe__3rkyfy,28gsxe,3rkyfy,True,,2,5,1,0.7142857142857143,0.2857142857142857,0.250511109828949,0.749488890171051,2.3406905316736015
2rndor__3dpk4u,2rndor,3dpk4u,True,,10,9,0,1.0,0.0,1.0,0.0,1.583
87004i__37r52a,87004i,37r52a,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
5rdlzq__9jaj4v,5rdlzq,9jaj4v,True,,6,3,0,1.0,0.0,1.0,0.0,1.583
2ylksx__99mq9j,2ylksx,99mq9j,True,,2,3,2,0.16666666666666666,0.8333333333333334,0.3845062777400017,0.6154937222599983,2.326226253885279
33m5k3__5z318w,33m5k3,5z318w,True,,1,1,0,1.0,0.0,1.0,0.0,1.583
8ticiy__4s36hr,8ticiy,4s36hr,True,,2,7,0,1.0,0.0,1.0,0.0,1.583
37n4vk__9j9f3q,37n4vk,9j9f3q,True,,6,4,0,1.0,0.0,1.0,0.0,1.583
5ppg4c__6xr1jp,5ppg4c,6xr1jp,True,,3,4,0,1.0,0.0,1.0,0.0,1.583
3ny3ow__3dxcyw,3ny3ow,3dxcyw,True,,4,1,0,1.0,0.0,1.0,0.0,1.583
2jygpe__v4w8g,2jygpe,v4w8g,True,,3,7,0,1.0,0.0,1.0,0.0,1.583
1p4zu4__3cyusq,1p4zu4,3cyusq,True,,3,5,0,1.0,0.0,1.0,0.0,1.583
4u8v3k__3d80pf,4u8v3k,3d80pf,True,,1,4,0,1.0,0.0,1.0,0.0,1.583
30pa3a__2jw2ta,30pa3a,2jw2ta,True,,6,1,0,1.0,0.0,1.0,0.0,1.583
73qhpq__7n1jw5,73qhpq,7n1jw5,True,,4,7,0,1.0,0.0,1.0,0.0,1.583
4anepv__7uwplb,4anepv,7uwplb,True,,4,2,0,1.0,0.0,1.0,0.0,1.583
9ss80l__7e7lur,9ss80l,7e7lur,True,,9,4,0,1.0,0.0,1.0,0.0,1.583
3cdrpo__794xuo,3cdrpo,794xuo,True,,4,2,0,1.0,0.0,1.0,0.0,1.583
4wxi3a__1xo5yr,4wxi3a,1xo5yr,True,,6,2,0,1.0,0.0,1.0,0.0,1.583
63g438__1x8zce,63g438,1x8zce,True,,2,1,0,1.0,0.0,1.0,0.0,1.583
39w11r__9l3u0q,39w11r,9l3u0q,True,,3,2,0,1.0,0.0,1.0,0.0,1.583
32yaes__3vzco7,32yaes,3vzco7,True,,4,5,0,1.0,0.0,1.0,0.0,1.583
8jm2vj__9s1qxh,8jm2vj,9s1qxh,True,,2,4,1,0.6666666666666666,0.33333333333333337,0.3077472597360611,0.6922527402639389,2.2968615007991593
898xwh__8o7cco,898xwh,8o7cco,True,,3,3,1,0.6666666666666666,0.33333333333333337,0.34373559057712555,0.6562644094228745,2.263251998626689
7f6i87__6zlpc7,7f6i87,6zlpc7,True,,9,5,0,1.0,0.0,1.0,0.0,1.583
31e51l__6fcvf4,31e51l,6fcvf4,True,,1,2,0,1.0,0.0,1.0,0.0,1.583
339166__3eilx2,339166,3eilx2,True,,3,3,2,0.2857142857142857,0.7142857142857143,0.3758666068315506,0.6241333931684494,2.3102353187371576
43mic2__5uhdkq,43mic2,5uhdkq,True,,2,1,0,1.0,0.0,1.0,0.0,1.583
139orn__9thdbg,139orn,9thdbg,True,,2,5,0,1.0,0.0,1.0,0.0,1.583
288ocb__91ehis,288ocb,91ehis,True,,3,1,0,1.0,0.0,1.0,0.0,1.583
42xmgy__3rlrrq,42xmgy,3rlrrq,True,,4,9,3,0.5625,0.4375,0.2587416370709737,0.7412583629290264,2.3636799351394178
30yoqr__54xwnx,30yoqr,54xwnx,True,,2,1,0,1.0,0.0,1.0,0.0,1.583
92in9y__8wv9n9,92in9y,8wv9n9,True,,10,5,0,1.0,0.0,1.0,0.0,1.583
9y1xu4__3pm9a8,9y1xu4,3pm9a8,True,,1,3,0,1.0,0.0,1.0,0.0,1.583
44vthc__99isuk,44vthc,99isuk,True,,7,3,0,1.0,0.0,1.0,0.0,1.583
3a8bv6__3nwle2,3a8bv6,3nwle2,True,,3,3,1,0.6666666666666666,0.33333333333333337,0.290315642952919,0.709684357047081,2.3131408877129354
8gqp98__2uoqhq,8gqp98,2uoqhq,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
921key__43lveq,921key,43lveq,True,,3,4,0,1.0,0.0,1.0,0.0,1.583
29prx3__4nztw4,29prx3,4nztw4,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
5w32k3__2oe8fw,5w32k3,2oe8fw,True,,2,9,1,0.09375,0.90625,0.38008536611284527,0.6199146338871547,2.3450914015872137
4bqkog__8oc9gx,4bqkog,8oc9gx,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
2rxfxj__9y4moo,2rxfxj,9y4moo,True,,2,2,0,1.0,0.0,1.0,0.0,1.583
3vxs1z__9gp3rx,3vxs1z,9gp3rx,True,,2,5,0,1.0,0.0,1.0,0.0,1.583
3w07bi__95q9w6,3w07bi,95q9w6,True,,5,5,2,0.5454545454545454,0.4545454545454546,0.385211244225502,0.614788755774498,2.2490148553814397
3g02hj__4zucna,3g02hj,4zucna,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
8mt5pb__9y8e9j,8mt5pb,9y8e9j,True,,12,7,0,1.0,0.0,1.0,0.0,1.583
8h06ey__4jhavz,8h06ey,4jhavz,True,,5,2,0,1.0,0.0,1.0,0.0,1.583
2906qd__3kuy1d,2906qd,3kuy1d,True,,6,2,0,1.0,0.0,1.0,0.0,1.583
2selao__8599pa,2selao,8599pa,True,,3,7,0,1.0,0.0,1.0,0.0,1.583
3fg828__7323gy,3fg828,7323gy,True,,3,1,1,0.2,0.8,0.3569326810538769,0.6430673189461231,2.345240569163784
6v9kxl__15yquw,6v9kxl,15yquw,True,,1,9,0,1.0,0.0,1.0,0.0,1.583
26eo14__wobgi,26eo14,wobgi,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
3bprbv__4fprls,3bprbv,4fprls,True,,2,3,1,0.18181818181818182,0.8181818181818181,0.35864780843257904,0.641352191567421,2.3473133571593596
3vwlke__7b8oiq,3vwlke,7b8oiq,True,,5,2,0,1.0,0.0,1.0,0.0,1.583
9awkbc__sm14t,9awkbc,sm14t,True,,10,7,1,0.23684210526315788,0.7631578947368421,0.4077622980943748,0.5922377019056252,2.2903250003359794
2m9f6i__535e0z,2m9f6i,535e0z,True,,3,5,0,1.0,0.0,1.0,0.0,1.583
6vo91o__7e7ek9,6vo91o,7e7ek9,True,,5,2,0,1.0,0.0,1.0,0.0,1.583
9f6l0o__8lz6vf,9f6l0o,8lz6vf,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
8fwgjm__3d9znn,8fwgjm,3d9znn,True,,6,2,1,0.5555555555555556,0.4444444444444444,0.2953210175037384,0.7046789824962616,2.330921923975481
36u8b6__7b8toj,36u8b6,7b8toj,True,,2,2,0,1.0,0.0,1.0,0.0,1.583
2ah65a__48h91v,2ah65a,48h91v,True,,2,3,0,1.0,0.0,1.0,0.0,1.583
1ezsgy__94fbfu,1ezsgy,94fbfu,True,,4,4,1,0.75,0.25,0.39194372296333313,0.6080562770366669,2.201388757124543
58wbmj__303ysd,58wbmj,303ysd,True,,4,5,0,1.0,0.0,1.0,0.0,1.583
6ycsoe__7vho7p,6ycsoe,7vho7p,True,,6,8,0,1.0,0.0,1.0,0.0,1.583
2brpdv__621nm9,2brpdv,621nm9,True,,3,2,0,1.0,0.0,1.0,0.0,1.583
9ks3k6__7fvkzr,9ks3k6,7fvkzr,True,,3,3,1,0.6666666666666666,0.33333333333333337,0.3659238815307617,0.6340761184692383,2.2425303537050882
94xvnn__2p22qy,94xvnn,2p22qy,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
2ecabq__25tdd1,2ecabq,25tdd1,True,,5,6,0,1.0,0.0,1.0,0.0,1.583
9c1ryk__65yqyq,9c1ryk,65yqyq,True,,3,8,0,1.0,0.0,1.0,0.0,1.583
3ajvr7__1nyrfm,3ajvr7,1nyrfm,True,,4,4,0,1.0,0.0,1.0,0.0,1.583
9xc25u__4zxnf9,9xc25u,4zxnf9,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
8tepou__9ufi4f,8tepou,9ufi4f,True,,8,2,3,0.25,0.75,0.3938952721655369,0.6061047278344631,2.300616205324605
8nxvv7__55caop,8nxvv7,55caop,True,,10,4,1,0.8571428571428571,0.1428571428571429,0.34755899012088776,0.6524410098791122,2.2211860876975313
3k95vb__9268xx,3k95vb,9268xx,True,,10,6,0,1.0,0.0,1.0,0.0,1.583
8i899c__4vqndl,8i899c,4vqndl,True,,7,4,0,1.0,0.0,1.0,0.0,1.583
1elmr1__33gdnb,1elmr1,33gdnb,True,,1,1,0,1.0,0.0,1.0,0.0,1.583
2uqrrp__3kzfjy,2uqrrp,3kzfjy,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
5e193z__27lcsm,5e193z,27lcsm,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
31nrvw__65yqyq,31nrvw,65yqyq,True,,2,8,0,1.0,0.0,1.0,0.0,1.583
8hjw69__2zyy8b,8hjw69,2zyy8b,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
2bexzx__59j7kc,2bexzx,59j7kc,True,,1,5,0,1.0,0.0,1.0,0.0,1.583
35g4j0__5xztwj,35g4j0,5xztwj,True,,1,5,0,1.0,0.0,1.0,0.0,1.583
8nkxyx__7naljg,8nkxyx,7naljg,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
8t9lud__39wx5m,8t9lud,39wx5m,True,,3,2,0,1.0,0.0,1.0,0.0,1.583
3s5jsu__53yi05,3s5jsu,53yi05,True,,3,11,0,1.0,0.0,1.0,0.0,1.583
2ssf71__1ma3ut,2ssf71,1ma3ut,True,,4,1,1,0.0,1.0,0.4430657726479694,0.5569342273520306,2.3052208749240615
9wjit0__9alwa4,9wjit0,9alwa4,True,,2,4,0,1.0,0.0,1.0,0.0,1.583
2h7kkg__6tjt25,2h7kkg,6tjt25,True,,2,12,0,1.0,0.0,1.0,0.0,1.583
8zody5__9qzok9,8zody5,9qzok9,True,,7,7,0,1.0,0.0,1.0,0.0,1.583
8spe0d__3mllmu,8spe0d,3mllmu,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
2wb42l__9e9j61,2wb42l,9e9j61,True,,1,6,0,1.0,0.0,1.0,0.0,1.583
fue5h__5gn8mw,fue5h,5gn8mw,True,,2,5,0,1.0,0.0,1.0,0.0,1.583
5jpjah__1mtesn,5jpjah,1mtesn,True,,5,5,0,1.0,0.0,1.0,0.0,1.583
877rd6__3cj447,877rd6,3cj447,True,,2,3,0,1.0,0.0,1.0,0.0,1.583
8htej3__2zk7f1,8htej3,2zk7f1,True,,3,5,2,0.4444444444444444,0.5555555555555556,0.3834136500954628,0.6165863499045372,2.271107769953625
5mo0yk__9ren28,5mo0yk,9ren28,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
gsxdj__9setfd,gsxdj,9setfd,True,,2,1,0,1.0,0.0,1.0,0.0,1.583
3hw2s6__2pl8b3,3hw2s6,2pl8b3,True,,4,4,2,0.4444444444444444,0.5555555555555556,0.33590249717235565,0.6640975028276443,2.3154784356685147
9trd3g__9iduk1,9trd3g,9iduk1,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
1sp8bm__53c8j2,1sp8bm,53c8j2,True,,2,7,0,1.0,0.0,1.0,0.0,1.583
6cg1j9__3s65nx,6cg1j9,3s65nx,True,,3,1,0,1.0,0.0,1.0,0.0,1.583
4sk860__4vwu63,4sk860,4vwu63,True,,3,6,0,1.0,0.0,1.0,0.0,1.583
1y6m5m__1hko3z,1y6m5m,1hko3z,True,,1,7,0,1.0,0.0,1.0,0.0,1.583
3ajqxn__2u5t29,3ajqxn,2u5t29,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
99ozh1__17q0r0,99ozh1,17q0r0,True,,2,2,1,0.5,0.5,0.17982211709022522,0.8201778829097748,2.4500141248494387
2zt3ri__8fdz5n,2zt3ri,8fdz5n,True,,4,3,1,0.7142857142857143,0.2857142857142857,0.36115072667598724,0.6388492733240128,2.2373641935001527
9duguw__5lgmy6,9duguw,5lgmy6,True,,3,5,2,0.2727272727272727,0.7272727272727273,0.37469683215022087,0.6253031678497791,2.3139524466367267
3fpazx__4y0c44,3fpazx,4y0c44,True,,5,1,0,1.0,0.0,1.0,0.0,1.583
9df5b3__9u9gzb,9df5b3,9u9gzb,True,,2,1,0,1.0,0.0,1.0,0.0,1.583
8mswy3__8hljch,8mswy3,8hljch,True,,6,4,0,1.0,0.0,1.0,0.0,1.583
1aevii__4l8w8b,1aevii,4l8w8b,True,,4,6,2,0.44,0.56,0.3034633124868075,0.6965366875131924,2.3466716124685703
4jj4xb__5v975j,4jj4xb,5v975j,True,,4,5,3,0.25,0.75,0.39817757221559685,0.6018224277844031,2.296616965307854
8slom4__7cqty5,8slom4,7cqty5,True,,1,5,0,1.0,0.0,1.0,0.0,1.583
2zqxyb__67r7jc,2zqxyb,67r7jc,True,,2,2,0,1.0,0.0,1.0,0.0,1.583
8ti1e1__31pg35,8ti1e1,31pg35,True,,2,3,0,1.0,0.0,1.0,0.0,1.583
2b5c2p__6odxks,2b5c2p,6odxks,True,,1,3,0,1.0,0.0,1.0,0.0,1.583
68mv2n__94ey40,68mv2n,94ey40,True,,4,4,0,1.0,0.0,1.0,0.0,1.583
282v1z__4qt2lw,282v1z,4qt2lw,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
9mwkfr__3d351o,9mwkfr,3d351o,True,,2,2,0,1.0,0.0,1.0,0.0,1.583
3hge8r__2jzjhl,3hge8r,2jzjhl,True,,5,1,0,1.0,0.0,1.0,0.0,1.583
98pupx__8bx5at,98pupx,8bx5at,True,,6,5,0,1.0,0.0,1.0,0.0,1.583
42lw1e__8ca4iq,42lw1e,8ca4iq,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
2zyy8b__757k3y,2zyy8b,757k3y,True,,3,2,0,1.0,0.0,1.0,0.0,1.583
72pywm__7dec16,72pywm,7dec16,True,,1,3,0,1.0,0.0,1.0,0.0,1.583
3lx5wf__2ho3kz,3lx5wf,2ho3kz,True,,7,4,0,1.0,0.0,1.0,0.0,1.583
1rql2u__92vxsw,1rql2u,92vxsw,True,,1,4,0,1.0,0.0,1.0,0.0,1.583
368wxv__1j7nce,368wxv,1j7nce,True,,1,9,0,1.0,0.0,1.0,0.0,1.583
3k0uhm__2tztlf,3k0uhm,2tztlf,True,,2,3,0,1.0,0.0,1.0,0.0,1.583
4nf4fx__1n16a7,4nf4fx,1n16a7,True,,6,1,0,1.0,0.0,1.0,0.0,1.583
8ups7k__1jh4wt,8ups7k,1jh4wt,True,,2,5,1,0.3,0.7,0.43762700259685516,0.5623729974031448,2.249670142274797
55rg5l__4o5cny,55rg5l,4o5cny,True,,1,5,0,1.0,0.0,1.0,0.0,1.583
89jedl__3sav5t,89jedl,3sav5t,True,,2,7,0,1.0,0.0,1.0,0.0,1.583
3sp070__2nm147,3sp070,2nm147,True,,1,7,0,1.0,0.0,1.0,0.0,1.583
3d3lsu__4xsvjl,3d3lsu,4xsvjl,True,,8,2,0,1.0,0.0,1.0,0.0,1.583
5fmwkk__90v3ys,5fmwkk,90v3ys,True,,4,6,0,1.0,0.0,1.0,0.0,1.583
38rlpo__1gj3zd,38rlpo,1gj3zd,True,,2,6,0,1.0,0.0,1.0,0.0,1.583
5k28o4__2p1160,5k28o4,2p1160,True,,6,9,3,0.5,0.5,0.4461388923227787,0.5538611076772213,2.201300888459757
8kqef0__727mde,8kqef0,727mde,True,,6,6,1,0.8333333333333334,0.16666666666666663,0.40587715804576874,0.5941228419542313,2.1715346554343897
2byq9o__2xg450,2byq9o,2xg450,True,,1,4,0,1.0,0.0,1.0,0.0,1.583
2hawms__6nxvc7,2hawms,6nxvc7,True,,7,6,1,0.8461538461538461,0.15384615384615385,0.37575241923332214,0.6242475807666779,2.197077123370308
3bf5cv__3b51qi,3bf5cv,3b51qi,True,,4,3,0,1.0,0.0,1.0,0.0,1.583
9c8ip5__6w6pu7,9c8ip5,6w6pu7,True,,4,5,0,1.0,0.0,1.0,0.0,1.583
37ropz__9indua,37ropz,9indua,True,,4,2,0,1.0,0.0,1.0,0.0,1.583
5pl7ai__4ntx90,5pl7ai,4ntx90,True,,1,1,0,1.0,0.0,1.0,0.0,1.583
4vwu63__2gl8eo,4vwu63,2gl8eo,True,,6,4,0,1.0,0.0,1.0,0.0,1.583
3le596__3hx1wg,3le596,3hx1wg,True,,3,3,0,1.0,0.0,1.0,0.0,1.583
2zyjw3__4xmjty,2zyjw3,4xmjty,True,,5,3,0,1.0,0.0,1.0,0.0,1.583
87w0l6__6e1xn3,87w0l6,6e1xn3,True,,3,6,2,0.6,0.4,0.34682217985391617,0.6531778201460838,2.2738427662344276
1n16a7__3zljsi,1n16a7,3zljsi,True,,1,5,0,1.0,0.0,1.0,0.0,1.583
9wvoi5__9ifnq8,9wvoi5,9ifnq8,True,,2,3,1,0.6,0.4,0.3717591017484665,0.6282408982515335,2.250554174877107
